START | Pos: [17.96851, 0.19441, -4.78807] | Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [20.9081, 0.1944, -3.9645], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [20.9081, 0.1944, -3.9645], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [20.9081, 0.1944, -3.9645], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [20.9081, 0.1944, -3.9645], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [20.6916, 0.1944, -3.8395], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [20.6916, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [20.6916, 0.1944, -3.8395], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [20.4751, 0.1944, -3.9645], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [20.2586, 0.1944, -4.0895], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [20.2586, 0.1944, -4.0895], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.0086, 0.1944, -4.0895], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.7586, 0.1944, -4.0895], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.5086, 0.1944, -4.0895], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.2586, 0.1944, -4.0895], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.0086, 0.1944, -4.0895], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.7586, 0.1944, -4.0895], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.5086, 0.1944, -4.0895], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [18.5086, 0.1944, -4.0895], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [18.5086, 0.1944, -4.0895], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [18.5086, 0.1944, -4.0895], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [18.5086, 0.1944, -4.3395], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [18.5086, 0.1944, -4.3395], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [18.5086, 0.1944, -4.3395], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [18.5086, 0.1944, -4.3395], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [18.7586, 0.1944, -4.3395], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [18.7586, 0.1944, -4.3395], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [18.9751, 0.1944, -4.2145], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [19.1916, 0.1944, -4.0895], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [19.4081, 0.1944, -3.9645], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [19.4081, 0.1944, -3.9645], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [19.4081, 0.1944, -3.9645], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [19.4081, 0.1944, -3.9645], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [19.4081, 0.1944, -3.9645], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [19.4081, 0.1944, -3.9645], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [19.4081, 0.1944, -3.9645], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [19.4081, 0.1944, -3.9645], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [19.2831, 0.1944, -4.1810], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [19.2831, 0.1944, -4.1810], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [19.2831, 0.1944, -4.1810], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [19.2831, 0.1944, -4.1810], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [19.2831, 0.1944, -4.1810], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [19.2831, 0.1944, -4.1810], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [19.7161, 0.1944, -3.9310], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [19.9326, 0.1944, -3.8060], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.9326, 0.1944, -3.8060], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.9326, 0.1944, -3.8060], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.9326, 0.1944, -3.8060], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.9326, 0.1944, -3.8060], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.9326, 0.1944, -3.8060], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.9326, 0.1944, -3.8060], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [19.7161, 0.1944, -3.9310], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.4996, 0.1944, -4.0560], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [19.3746, 0.1944, -3.8395], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [19.3746, 0.1944, -3.8395], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [19.3746, 0.1944, -3.8395], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [19.3746, 0.1944, -3.8395], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [19.3746, 0.1944, -3.8395], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [19.3746, 0.1944, -3.8395], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [19.3746, 0.1944, -3.8395], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [19.3746, 0.1944, -3.8395], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [19.5911, 0.1944, -3.9645], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [19.5911, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [19.5911, 0.1944, -3.9645], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [19.8076, 0.1944, -3.8395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [20.0241, 0.1944, -3.7145], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [20.2406, 0.1944, -3.5895], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [20.4571, 0.1944, -3.4645], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [20.6736, 0.1944, -3.3395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [20.8902, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [21.1402, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [21.3902, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [21.6402, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [21.8902, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [22.1402, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [22.3902, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [22.6402, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [22.8902, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [23.1402, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [23.3902, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [23.6402, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [23.8902, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [24.1402, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [24.3902, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [24.6402, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [24.8902, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [25.1402, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [25.3902, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [25.6402, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [25.8902, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [26.1402, 0.1944, -3.2145], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [26.1402, 0.1944, -3.2145], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [26.1402, 0.1944, -3.2145], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [26.1402, 0.1944, -3.2145], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [26.1402, 0.1944, -3.2145], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [26.1402, 0.1944, -3.2145], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [25.9236, 0.1944, -3.3395], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [25.7071, 0.1944, -3.4645], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [25.4906, 0.1944, -3.5895], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [25.2741, 0.1944, -3.7145], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [25.0576, 0.1944, -3.8395], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [24.8411, 0.1944, -3.9645], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [24.6246, 0.1944, -4.0895], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [24.6246, 0.1944, -4.0895], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [24.6246, 0.1944, -4.0895], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [24.4081, 0.1944, -3.9645], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [24.1916, 0.1944, -3.8395], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [24.1916, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.9416, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.6916, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.4416, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [23.1916, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.9416, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.6916, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.4416, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [22.1916, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.9416, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.6916, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [21.4416, 0.1944, -3.8395], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [21.4416, 0.1944, -3.8395], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [21.2251, 0.1944, -3.9645], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [21.2251, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.9751, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.7251, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.4751, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [20.2251, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.9751, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.7251, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.4751, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.2251, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.9751, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.7251, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.4751, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.2251, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [17.9751, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [17.9751, 0.1944, -3.9645], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [17.9751, 0.1944, -3.9645], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [17.9751, 0.1944, -3.9645], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [17.9751, 0.1944, -3.9645], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.9751, 0.1944, -3.9645], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [17.9751, 0.1944, -3.9645], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [17.9751, 0.1944, -3.9645], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [17.9751, 0.1944, -3.9645], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.1001, 0.1944, -4.1810], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.2251, 0.1944, -4.3975], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.3501, 0.1944, -4.6140], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.4751, 0.1944, -4.8305], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.6001, 0.1944, -5.0470], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.7251, 0.1944, -5.2635], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.8501, 0.1944, -5.4800], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [18.9751, 0.1944, -5.6965], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.1001, 0.1944, -5.9131], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.2251, 0.1944, -6.1296], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.3501, 0.1944, -6.3461], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.4751, 0.1944, -6.5626], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [19.4751, 0.1944, -6.5626], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [19.4751, 0.1944, -6.5626], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [19.4751, 0.1944, -6.5626], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [19.4751, 0.1944, -6.5626], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [19.4751, 0.1944, -6.5626], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [19.4751, 0.1944, -6.5626], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [19.4751, 0.1944, -6.5626], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.3836, 0.1944, -6.2211], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [19.3836, 0.1944, -5.9711], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [19.3836, 0.1944, -5.9711], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [19.3836, 0.1944, -5.9711], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [19.3836, 0.1944, -5.9711], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [19.3836, 0.1944, -5.9711], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [19.3836, 0.1944, -5.9711], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [19.3836, 0.1944, -5.9711], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [19.3836, 0.1944, -5.9711], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
