START | Pos: [4.965, -2.8789, -0.03949] | Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [4.9650, -2.8791, -0.0395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [9.0895, -2.8791, 0.9812], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.9645, -2.8791, 0.7647], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.8395, -2.8791, 0.5482], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.7145, -2.8791, 0.3317], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.5895, -2.8791, 0.1152], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.4644, -2.8791, -0.1013], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.3394, -2.8791, -0.3178], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.2144, -2.8791, -0.5343], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [8.0894, -2.8791, -0.7508], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.9644, -2.8791, -0.9673], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.8394, -2.8791, -1.1838], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.7144, -2.8791, -1.4003], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.5894, -2.8791, -1.6168], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.4644, -2.8791, -1.8333], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.3393, -2.8791, -2.0498], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.2143, -2.8791, -2.2663], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [7.0893, -2.8791, -2.4828], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [7.0893, -2.8791, -2.4828], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [7.0893, -2.8791, -2.4828], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [7.0893, -2.8791, -2.4828], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [7.0893, -2.8791, -2.4828], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [7.0893, -2.8791, -2.4828], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [7.0893, -2.8791, -2.2328], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [7.0894, -2.8791, -1.9828], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [7.0894, -2.8791, -1.7328], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [7.0894, -2.8791, -1.7328], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.2144, -2.8791, -1.5163], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.3394, -2.8791, -1.2998], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.4644, -2.8791, -1.0833], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.5894, -2.8791, -0.8668], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.7144, -2.8791, -0.6503], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.8394, -2.8791, -0.4338], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [7.8394, -2.8791, -0.4338], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [7.7144, -2.8791, -0.6503], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [7.5894, -2.8791, -0.8668], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [7.4644, -2.8791, -1.0833], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [7.3394, -2.8791, -1.2998], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [7.2144, -2.8791, -1.5163], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [7.2144, -2.8791, -1.5163], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [7.2144, -2.8791, -1.5163], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [7.2144, -2.8791, -1.5163], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [7.2144, -2.8791, -1.5163], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [7.2144, -2.8791, -1.5163], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [7.2144, -2.8791, -1.5163], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.3394, -2.8791, -1.2998], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.4644, -2.8791, -1.0833], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.5894, -2.8791, -0.8668], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.7144, -2.8791, -0.6503], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.8394, -2.8791, -0.4338], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.9644, -2.8791, -0.2173], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [7.8394, -2.8791, -0.4338], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [7.7144, -2.8791, -0.6503], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [7.7144, -2.8791, -0.6503], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [7.7144, -2.8791, -0.6503], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [7.7144, -2.8791, -0.6503], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [7.4979, -2.8791, -0.5253], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [7.4979, -2.8791, -0.5253], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [7.4979, -2.8791, -0.5253], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [7.4979, -2.8791, -0.5253], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [7.6229, -2.8791, -0.3088], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [7.6229, -2.8791, -0.3088], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [7.6229, -2.8791, -0.3088], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [7.8729, -2.8791, -0.3088], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.1229, -2.8791, -0.3088], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.3729, -2.8791, -0.3088], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.6229, -2.8791, -0.3088], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.8729, -2.8791, -0.3088], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.1229, -2.8791, -0.3089], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.3729, -2.8791, -0.3089], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.6229, -2.8791, -0.3089], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.8729, -2.8791, -0.3089], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [10.1229, -2.8791, -0.3089], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [10.1229, -2.8791, -0.3089], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [10.1229, -2.8791, -0.3089], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [10.1229, -2.8791, -0.3089], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [10.1229, -2.8791, -0.3089], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [9.9979, -2.8791, -0.0924], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [9.8730, -2.8791, 0.1241], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [9.7480, -2.8791, 0.3406], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [9.6230, -2.8791, 0.5571], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [9.4980, -2.8791, 0.7737], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [9.3730, -2.8791, 0.9902], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [9.2480, -2.8791, 1.2067], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [9.1230, -2.8791, 1.4232], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [9.1230, -2.8791, 1.4232], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [9.1230, -2.8791, 1.6732], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [9.1230, -2.8791, 1.9232], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [9.1231, -2.8791, 2.1732], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [9.1231, -2.8791, 2.4232], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [9.1231, -2.8791, 2.6732], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [9.1231, -2.8791, 2.9232], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [9.1231, -2.8791, 3.1732], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [9.1231, -2.8791, 3.1732], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [9.1231, -2.8791, 3.1732], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [9.1231, -2.8791, 3.1732], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [9.1231, -2.8791, 3.1732], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [9.1231, -2.8791, 3.1732], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [9.1231, -2.8791, 3.1732], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [9.1231, -2.8791, 3.1732], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [9.2481, -2.8791, 2.9567], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [9.2481, -2.8791, 2.9567], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [9.2481, -2.8791, 2.9567], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.4981, -2.8791, 2.9567], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.7481, -2.8791, 2.9567], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [9.9981, -2.8791, 2.9566], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [10.2481, -2.8791, 2.9566], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [10.4981, -2.8791, 2.9566], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [10.7481, -2.8791, 2.9566], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [10.7481, -2.8791, 2.9566], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [10.9646, -2.8791, 3.0816], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.1811, -2.8791, 3.2066], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [11.3976, -2.8791, 3.3316], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [11.3976, -2.8791, 3.3316], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [11.6476, -2.8791, 3.3316], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [11.8976, -2.8791, 3.3315], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [11.8976, -2.8791, 3.3315], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [11.8976, -2.8791, 3.3315], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [12.1476, -2.8791, 3.3315], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [12.3976, -2.8791, 3.3315], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [12.6476, -2.8791, 3.3315], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [12.8976, -2.8791, 3.3315], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [13.1476, -2.8791, 3.3315], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [13.3976, -2.8791, 3.3315], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [13.6476, -2.8791, 3.3315], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [13.6476, -2.8791, 3.3315], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [13.6476, -2.8791, 3.3315], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [13.6476, -2.8791, 3.3315], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [13.6476, -2.8791, 3.3315], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [13.6476, -2.8791, 3.3315], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [13.6476, -2.8791, 3.3315], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [13.3976, -2.8791, 3.3315], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [13.1476, -2.8791, 3.3315], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [12.8976, -2.8791, 3.3315], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [12.6476, -2.8791, 3.3315], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [12.3976, -2.8791, 3.3315], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [12.1476, -2.8791, 3.3315], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.8976, -2.8791, 3.3315], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.6476, -2.8791, 3.3316], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.3976, -2.8791, 3.3316], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [11.1476, -2.8791, 3.3316], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.8976, -2.8791, 3.3316], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.6476, -2.8791, 3.3316], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.3976, -2.8791, 3.3316], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [10.1476, -2.8791, 3.3316], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.8976, -2.8791, 3.3316], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.6476, -2.8791, 3.3317], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.3976, -2.8791, 3.3317], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [9.1476, -2.8791, 3.3317], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [9.1476, -2.8791, 3.3317], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [9.1476, -2.8791, 3.3317], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [9.1476, -2.8791, 3.3317], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1476, -2.8791, 3.0817], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1476, -2.8791, 2.8317], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1476, -2.8791, 2.5817], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1476, -2.8791, 2.3317], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1476, -2.8791, 2.0817], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1476, -2.8791, 1.8317], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1475, -2.8791, 1.5817], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1475, -2.8791, 1.3317], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1475, -2.8791, 1.0817], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1475, -2.8791, 0.8317], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1475, -2.8791, 0.5817], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1475, -2.8791, 0.3317], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [9.1475, -2.8791, 0.0817], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [9.1475, -2.8791, 0.0817], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [9.0225, -2.8791, -0.1348], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [8.8974, -2.8791, -0.3513], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [8.7724, -2.8791, -0.5678], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [8.7724, -2.8791, -0.5678], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [8.5559, -2.8791, -0.6928], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [8.3394, -2.8791, -0.8178], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [8.1229, -2.8791, -0.9428], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.9064, -2.8791, -1.0678], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.6899, -2.8791, -1.1928], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.4734, -2.8791, -1.3178], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.2568, -2.8791, -1.4427], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [7.0403, -2.8791, -1.5677], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.8238, -2.8791, -1.6927], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.6073, -2.8791, -1.8177], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.3908, -2.8791, -1.9427], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [6.1743, -2.8791, -2.0677], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [5.9578, -2.8791, -2.1927], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [5.7413, -2.8791, -2.3177], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [5.5247, -2.8791, -2.4427], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [5.3082, -2.8791, -2.5676], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [5.0917, -2.8791, -2.6926], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [4.8752, -2.8791, -2.8176], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [4.6587, -2.8791, -2.9426], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [4.4422, -2.9175, -3.0676], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [4.2257, -2.9599, -3.1926], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [4.0092, -2.9882, -3.3176], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [3.7926, -3.0080, -3.4426], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [3.5761, -3.0278, -3.5676], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [3.3596, -3.0483, -3.6925], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [3.1431, -3.0791, -3.8175], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [2.9266, -3.0791, -3.9425], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [2.9266, -3.0791, -3.9425], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [2.9266, -3.0791, -3.9425], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [2.9266, -3.0791, -3.9425], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [2.9266, -3.0791, -3.9425], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [2.9266, -3.0791, -3.9425], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.0516, -3.0791, -3.7260], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [3.1766, -3.0664, -3.5095], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [3.1766, -3.0664, -3.5095], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [3.1766, -3.0682, -3.2595], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [3.1766, -3.0700, -3.0095], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [3.1767, -3.0791, -2.7595], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [3.1767, -3.0277, -2.5095], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [3.1767, -3.0277, -2.5095], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [3.1767, -3.0277, -2.5095], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [3.1767, -3.0277, -2.5095], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [3.1767, -3.0277, -2.5095], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [3.1767, -3.0277, -2.5095], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [3.1767, -3.0277, -2.5095], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [3.1767, -3.0277, -2.5095], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [3.3017, -3.0791, -2.7260], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [3.4266, -3.0337, -2.9426], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [3.5516, -3.0331, -3.1591], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [3.6766, -3.0196, -3.3756], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [3.8016, -3.0062, -3.5921], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [3.9266, -2.9943, -3.8086], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [4.0516, -2.9824, -4.0251], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [4.1766, -2.9832, -4.2416], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [4.3016, -2.9881, -4.4581], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [4.4266, -2.9805, -4.6747], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [4.5515, -2.9626, -4.8912], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [4.6765, -2.9448, -5.1077], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [4.8015, -2.9269, -5.3242], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [4.9265, -2.8979, -5.5407], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [5.0515, -2.8791, -5.7572], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [5.1765, -2.8791, -5.9737], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [5.1765, -2.8791, -5.9737], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [5.1765, -2.8791, -5.9737], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [5.1765, -2.8791, -5.9737], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [5.1765, -2.8791, -5.9737], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [5.3015, -2.8791, -5.7572], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [5.3015, -2.8791, -5.7572], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [5.3015, -2.8791, -5.7572], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [5.3015, -2.8791, -5.7572], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [5.0850, -2.8791, -5.6322], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [5.0850, -2.8791, -5.6322], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [4.9600, -2.9022, -5.4157], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [4.8350, -2.9221, -5.1992], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [4.7100, -2.9400, -4.9827], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [4.5850, -2.9578, -4.7662], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
