START | Pos: [-5.99568, 0.19754, 1.17799] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-5.7792, 0.1975, 1.0530], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-57.4418, 0.1975, 26.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 26.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 26.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 26.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 27.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 27.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 27.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 27.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 28.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 28.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 28.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 28.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 29.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 29.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 29.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 29.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 30.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 30.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 30.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 30.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 31.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 31.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 31.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 31.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 32.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 32.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 32.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 32.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 33.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 33.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 33.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 33.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 34.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 34.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 34.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 34.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 35.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 35.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 35.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 35.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 36.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 36.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 36.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 36.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 37.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 37.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 37.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 37.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 38.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 38.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 38.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 38.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 39.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 39.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 39.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 39.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 40.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 40.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 40.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 40.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 41.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 41.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 41.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 41.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 42.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 42.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 42.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 42.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 43.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 43.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 43.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 43.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 44.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 44.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 44.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 44.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 45.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 45.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 45.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 45.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 46.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 46.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 46.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 46.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 47.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 47.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 47.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 47.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 48.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 48.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 48.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 48.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 49.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 49.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 49.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 49.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 50.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 50.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 50.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 50.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 51.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 51.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 51.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 51.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 52.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 52.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 52.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 52.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 53.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 53.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 53.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 53.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 54.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 54.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 54.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 54.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 55.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 55.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 55.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 55.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 56.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 56.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 56.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 56.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 57.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 57.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 57.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 57.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 58.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 58.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 58.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 58.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 59.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 59.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 59.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 59.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 60.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 60.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 60.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 60.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 61.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 61.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 61.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 61.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 62.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 62.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 62.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 62.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 63.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 63.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 63.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 63.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 64.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 64.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 64.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 64.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 65.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 65.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 65.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 65.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 66.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 66.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 66.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 66.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 67.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 67.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 67.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 67.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 68.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 68.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 68.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 68.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 69.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 69.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 69.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 69.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 70.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 70.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 70.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 70.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 71.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 71.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 71.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 71.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 72.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 72.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 72.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 72.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 73.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 73.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 73.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 73.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 74.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 74.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 74.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 74.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 75.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 75.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 75.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 75.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 76.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 76.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 76.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 76.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 77.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 77.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 77.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 77.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 78.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 78.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 78.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 78.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 79.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 79.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 79.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 79.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 80.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 80.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 80.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 80.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 81.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 81.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 81.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 81.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 82.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 82.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 82.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 82.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 83.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 83.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 83.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 83.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 84.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 84.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 84.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 84.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 85.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 85.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 85.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 85.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 86.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 86.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 86.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 86.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 87.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 87.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 87.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 87.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 88.0351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 88.2851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 88.5351], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-57.4418, 0.1975, 88.7851], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
