START | Pos: [-14.52051, 0.12186, -7.90472] | Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-14.5205, 0.1219, -7.9047], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-20.7167, 0.1219, -0.5076], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
forward, Pos: [-20.8417, 0.1219, -0.2911], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-20.8417, 0.1219, -0.2911], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-20.8417, 0.1219, -0.2911], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-20.8417, 0.1219, -0.2911], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-20.8417, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-20.5917, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-20.3417, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-20.0917, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-19.8417, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-19.5917, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-19.3417, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-19.0917, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-18.8417, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-18.5917, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-18.3417, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-18.0917, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-17.8417, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-17.8417, 0.1219, -0.2911], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-17.6252, 0.1219, -0.1661], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-17.4087, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-17.4087, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-17.1587, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-16.9087, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-16.6587, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-16.4087, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-16.1587, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.9087, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.6587, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.4087, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-15.1587, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-14.9087, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-14.6587, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-14.4087, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-14.1587, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-13.9087, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-13.6587, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-13.4087, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-13.1587, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.9087, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.6587, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.4087, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-12.4087, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.1922, 0.1219, -0.1661], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-11.9757, 0.1219, -0.2911], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-11.9757, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-11.7257, 0.1219, -0.0411], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
