START | Pos: [-15.0493, 0.19683, -8.40716] | Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-15.0493, 0.1968, -8.4072], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-8.7748, 0.1968, -5.4807], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.5248, 0.1968, -5.4807], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-8.5248, 0.1968, -5.4807], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-8.5248, 0.1968, -5.4807], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-8.5248, 0.1968, -5.4807], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-8.5248, 0.1968, -5.7307], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-8.5248, 0.1968, -5.9807], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-8.5248, 0.1968, -6.2307], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-8.5248, 0.1968, -6.2307], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-8.3998, 0.1968, -6.4472], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-8.2748, 0.1968, -6.6637], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-8.2748, 0.1968, -6.6637], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-8.2748, 0.1968, -6.6637], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-8.2748, 0.1968, -6.6637], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-8.2748, 0.1968, -6.6637], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-8.2748, 0.1968, -6.6637], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.2748, 0.1968, -6.4137], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.2748, 0.1968, -6.1637], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.2748, 0.1968, -5.9137], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-8.2748, 0.1968, -5.6637], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-8.2748, 0.1968, -5.6637], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-8.2748, 0.1968, -5.6637], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-8.2748, 0.1968, -5.6637], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.5248, 0.1968, -5.6637], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-8.7748, 0.1968, -5.6637], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-8.7748, 0.1968, -5.6637], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-8.9913, 0.1968, -5.5387], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-8.9913, 0.1968, -5.5387], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-8.9913, 0.1968, -5.5387], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-8.9913, 0.1968, -5.5387], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [-8.9913, 0.1968, -5.5387], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [-8.9913, 0.1968, -5.7887], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
right, Pos: [-8.9913, 0.1968, -5.7887], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-8.9913, 0.1968, -5.7887], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-8.9913, 0.1968, -5.7887], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.7413, 0.1968, -5.7887], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-8.7413, 0.1968, -5.7887], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-8.7413, 0.1968, -5.7887], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-8.7413, 0.1968, -5.7887], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-8.7413, 0.1968, -5.7887], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-8.7413, 0.1968, -5.7887], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-8.9578, 0.1968, -5.6637], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-9.1743, 0.1968, -5.5387], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-9.3908, 0.1968, -5.4137], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-9.3908, 0.1968, -5.4137], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-9.3908, 0.1968, -5.4137], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-9.3908, 0.1968, -5.4137], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-9.3908, 0.1968, -5.4137], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-9.3908, 0.1968, -5.4137], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-9.1408, 0.1968, -5.4137], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.8908, 0.1968, -5.4137], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-8.6408, 0.1968, -5.4137], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-8.4243, 0.1968, -5.2887], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-8.4243, 0.1968, -5.2887], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-8.4243, 0.1968, -5.2887], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-8.4243, 0.1968, -5.2887], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-8.4243, 0.1968, -5.2887], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-8.4243, 0.1968, -5.5387], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-8.4243, 0.1968, -5.7887], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-8.4243, 0.1968, -6.0387], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [-8.4243, 0.1968, -6.2887], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-8.4243, 0.1968, -6.2887], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-8.4243, 0.1968, -6.2887], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-8.4243, 0.1968, -6.2887], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-8.1743, 0.1968, -6.2887], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-7.9243, 0.1968, -6.2887], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-7.9243, 0.1968, -6.2887], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-7.7078, 0.1968, -6.4137], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-7.4913, 0.1968, -6.5387], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-7.4913, 0.1968, -6.5387], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.3663, 0.1968, -6.7552], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.2413, 0.1968, -6.9717], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-7.1163, 0.1968, -7.1882], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-6.9913, 0.1968, -7.4047], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-6.8663, 0.1968, -7.6213], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-6.7413, 0.1968, -7.8378], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-6.6163, 0.1968, -8.0543], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-6.4913, 0.1968, -8.2708], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-6.4913, 0.1968, -8.2708], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-6.2748, 0.1968, -8.3958], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-6.0583, 0.1968, -8.5208], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-6.0583, 0.1968, -8.5208], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.9333, 0.1968, -8.7373], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.8083, 0.1968, -8.9538], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [-5.6833, 0.1968, -9.1703], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-5.6833, 0.1968, -9.1703], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-5.6833, 0.1968, -9.1703], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-5.6833, 0.1968, -9.1703], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-5.6833, 0.1968, -9.1703], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-5.6833, 0.1968, -9.1703], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-5.6833, 0.1968, -9.1703], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-5.6833, 0.1968, -9.1703], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-5.6833, 0.1968, -9.1703], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-5.6833, 0.1968, -9.1703], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-5.6833, 0.1968, -9.1703], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-5.8083, 0.1968, -9.3868], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-5.9333, 0.1968, -9.6033], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-6.0583, 0.1968, -9.8198], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-6.1833, 0.1968, -10.0363], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-6.3083, 0.1968, -10.2528], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-6.4333, 0.1968, -10.4693], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-6.5583, 0.1968, -10.6858], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-6.6833, 0.1968, -10.9023], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-6.8083, 0.1968, -11.1189], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-6.9333, 0.1968, -11.3354], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
stop, Pos: [-6.9333, 0.1968, -11.3354], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
