START | Pos: [-13.67385, 0.09345, 13.89784] | Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.6739, 0.0935, 13.8978], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-12.5979, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-12.8479, 0.0935, 9.4493], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-12.8479, 0.0935, 9.4493], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-13.0644, 0.0935, 9.3243], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-13.2809, 0.0935, 9.1993], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-13.2809, 0.0935, 9.1993], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-13.2809, 0.0935, 9.1993], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-13.2809, 0.0935, 9.1993], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-13.2809, 0.0935, 9.1993], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-13.2809, 0.0935, 9.1993], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-13.2809, 0.0935, 9.1993], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-13.2809, 0.0935, 9.1993], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-13.1559, 0.0935, 9.4158], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-13.0309, 0.0935, 9.6323], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-13.0309, 0.0935, 9.6323], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-13.0309, 0.0935, 9.6323], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-13.0309, 0.0935, 9.6323], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-13.0309, 0.0935, 9.6323], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-13.0309, 0.0935, 9.6323], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-13.0309, 0.0935, 9.6323], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-13.0309, 0.0935, 9.6323], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [-13.2474, 0.0935, 9.5073], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-13.2474, 0.0935, 9.5073], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [-13.3724, 0.0935, 9.2908], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-13.3724, 0.0935, 9.2908], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-13.3724, 0.0935, 9.2908], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.3724, 0.0935, 9.2908], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.3724, 0.0935, 9.2908], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.3724, 0.0935, 9.2908], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-13.3724, 0.0935, 9.2908], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-13.3724, 0.0935, 9.2908], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-13.3724, 0.0935, 9.2908], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.3724, 0.0935, 9.2908], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-13.3724, 0.0935, 9.2908], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-13.2474, 0.0935, 9.0743], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
right, Pos: [-13.2474, 0.0935, 9.0743], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-13.0309, 0.0935, 8.9493], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.8144, 0.0935, 8.8243], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.5979, 0.0935, 8.6993], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [-12.3814, 0.0935, 8.5743], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [-12.3814, 0.0935, 8.5743], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-12.1314, 0.0935, 8.5743], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-12.1314, 0.0935, 8.5743], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-12.1314, 0.0935, 8.5743], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-12.1314, 0.0935, 8.5743], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-12.1314, 0.0935, 8.5743], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-12.1314, 0.0935, 8.5743], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-12.1314, 0.0935, 8.5743], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-12.3814, 0.0935, 8.5743], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-12.6314, 0.0935, 8.5743], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-12.6314, 0.0935, 8.5743], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-12.8479, 0.0935, 8.6993], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-12.8479, 0.0935, 8.6993], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.0979, 0.0935, 8.6993], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-13.0979, 0.0935, 8.9493], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.8479, 0.0935, 8.9493], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.5979, 0.0935, 8.9493], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-12.5979, 0.0935, 8.9493], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.3814, 0.0935, 8.8243], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.1649, 0.0935, 8.6993], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-12.1649, 0.0935, 8.6993], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-12.1649, 0.0935, 8.6993], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-12.1649, 0.0935, 8.6993], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-12.1649, 0.0935, 8.6993], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-12.1649, 0.0935, 8.6993], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [-12.2899, 0.0935, 8.9158], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-12.2899, 0.0935, 8.9158], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-12.2899, 0.0935, 9.1658], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [-12.2899, 0.0935, 9.4158], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-12.2899, 0.0935, 9.4158], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-12.2899, 0.0935, 9.4158], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-12.2899, 0.0935, 9.4158], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.5399, 0.0935, 9.4158], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-12.7899, 0.0935, 9.4158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-12.7899, 0.0935, 9.6658], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-12.7899, 0.0935, 9.6658], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-12.7899, 0.0935, 9.6658], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-12.7899, 0.0935, 9.6658], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-13.0399, 0.0935, 9.6658], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-13.0399, 0.0935, 9.6658], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-13.0399, 0.0935, 9.6658], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-13.0399, 0.0935, 9.6658], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [-13.0399, 0.0935, 9.9158], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [-13.0399, 0.0935, 9.9158], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-13.0399, 0.0935, 9.9158], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-13.0399, 0.0935, 9.9158], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-13.0399, 0.0935, 9.9158], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-13.0399, 0.0935, 9.9158], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-13.0399, 0.0935, 9.9158], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [-13.0399, 0.0935, 9.9158], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [-13.0399, 0.0935, 9.9158], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-13.0399, 0.0935, 9.9158], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.7899, 0.0935, 9.9158], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-12.7899, 0.0935, 9.9158], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.5734, 0.0935, 9.7908], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-12.5734, 0.0935, 9.7908], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-12.3234, 0.0935, 9.7908], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-12.3234, 0.0935, 9.7908], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [-12.1068, 0.0935, 9.6658], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [-12.1068, 0.0935, 9.6658], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [-12.1068, 0.0935, 9.6658], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-12.1068, 0.0935, 9.6658], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [-12.1068, 0.0935, 9.6658], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [-12.1068, 0.0935, 9.6658], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-12.1068, 0.0935, 9.6658], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-12.1068, 0.0935, 9.6658], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-12.3568, 0.0935, 9.6658], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-12.3568, 0.0935, 9.6658], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
