START | Pos: [16.23714, 0.10155, -4.64377] | Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [16.0206, 0.1016, -4.7688], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [9.6077, 0.1016, -2.9217], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.3577, 0.1016, -2.9217], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [9.1077, 0.1016, -2.9217], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.8577, 0.1016, -2.9217], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.6077, 0.1016, -2.9216], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.3577, 0.1016, -2.9216], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [8.1077, 0.1016, -2.9216], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.8577, 0.1016, -2.9216], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.6077, 0.1016, -2.9216], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.3577, 0.1016, -2.9216], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [7.1077, 0.1016, -2.9216], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.8577, 0.1016, -2.9216], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.6077, 0.1016, -2.9215], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.3577, 0.1016, -2.9215], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [6.1077, 0.1016, -2.9215], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.8577, 0.1016, -2.9215], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.6077, 0.1016, -2.9215], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.3577, 0.1016, -2.9215], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [5.1077, 0.1016, -2.9215], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.8577, 0.1016, -2.9215], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.6077, 0.1016, -2.9214], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.3577, 0.1016, -2.9214], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [4.1077, 0.1016, -2.9214], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.8577, 0.1016, -2.9214], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.6077, 0.1016, -2.9214], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.3577, 0.1016, -2.9214], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.1077, 0.1016, -2.9214], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.8577, 0.1016, -2.9214], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.6077, 0.1016, -2.9213], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.3577, 0.1016, -2.9213], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.1077, 0.1016, -2.9213], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.8577, 0.1016, -2.9213], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.6077, 0.1016, -2.9213], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.3577, 0.1016, -2.9213], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.1077, 0.1016, -2.9213], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.8577, 0.1016, -2.9213], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.6077, 0.1016, -2.9213], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.3577, 0.1016, -2.9212], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.1077, 0.1016, -2.9212], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.1423, 0.1016, -2.9212], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.3923, 0.1016, -2.9212], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.6423, 0.1016, -2.9212], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.8923, 0.1016, -2.9212], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.1423, 0.1016, -2.9212], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.1423, 0.1016, -2.9212], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.3588, 0.1016, -2.7962], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.5753, 0.1016, -2.6711], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-1.7918, 0.1016, -2.5461], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.0083, 0.1016, -2.4211], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.2248, 0.1016, -2.2961], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.4413, 0.1028, -2.1711], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.6578, 0.1016, -2.0461], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [-2.8743, 0.1016, -1.9211], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-2.8743, 0.1016, -1.9211], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.1243, 0.1016, -1.9211], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.3743, 0.1016, -1.9211], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.6243, 0.1016, -1.9210], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-3.8743, 0.1016, -1.9210], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.1243, 0.1016, -1.9210], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.3743, 0.1016, -1.9210], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.6243, 0.1016, -1.9210], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-4.8743, 0.1016, -1.9210], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.1243, 0.1016, -1.9210], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.3743, 0.1016, -1.9210], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.6243, 0.1016, -1.9209], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-5.8743, 0.1016, -1.9209], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.1243, 0.1016, -1.9209], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.3743, 0.1016, -1.9209], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.6243, 0.1016, -1.9209], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.8743, 0.1369, -1.9209], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.1243, 0.2083, -1.9209], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.3743, 0.2666, -1.9209], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.6243, 0.3016, -1.9208], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-7.6243, 0.3016, -1.9208], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-7.8408, 0.3016, -2.0458], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.0573, 0.3016, -2.1708], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.2511, 0.3016, -2.2710], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-8.3065, 0.3016, -2.2202], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
stop, Pos: [-8.3065, 0.3016, -2.2202], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
