START | Pos: [1.8401, 0.16166, -1.93274] | Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.6236, 0.1617, -2.0577], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [1.4609, 0.1617, -2.8167], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [1.4609, 0.1617, -2.8167], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [1.4609, 0.1617, -2.8167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.2109, 0.1617, -2.8167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.9609, 0.1617, -2.8167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [0.7109, 0.1617, -2.8167], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [0.7109, 0.1617, -2.8167], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.4944, 0.1617, -2.9417], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.2779, 0.1617, -3.0667], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [0.2779, 0.1617, -3.0667], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [0.1529, 0.1617, -3.2832], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [0.1529, 0.1617, -3.2832], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.0636, 0.1617, -3.4082], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-0.0636, 0.1617, -3.4082], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.1886, 0.1617, -3.6247], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-0.1886, 0.1617, -3.6247], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.4051, 0.1617, -3.7497], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.6216, 0.1617, -3.8747], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-0.6216, 0.1617, -3.8747], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.7466, 0.1617, -4.0912], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-0.7466, 0.1617, -4.0912], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.9631, 0.1617, -4.2162], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.1796, 0.1617, -4.3412], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.3961, 0.1617, -4.4662], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.6126, 0.1617, -4.5912], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.8291, 0.1617, -4.7162], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.8291, 0.1617, -4.7162], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.8291, 0.1617, -4.7162], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-1.8291, 0.1617, -4.7162], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-1.8291, 0.1617, -4.7162], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-1.8291, 0.1617, -4.7162], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-1.8291, 0.1617, -4.7162], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.6126, 0.1617, -4.5912], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.3961, 0.1617, -4.4662], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [-1.3961, 0.1617, -4.4662], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.2711, 0.1617, -4.2497], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.1461, 0.1617, -4.0332], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-1.0211, 0.1617, -3.8167], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.8961, 0.1617, -3.6002], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.7711, 0.1617, -3.3837], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-0.7711, 0.1617, -3.3837], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.5546, 0.1617, -3.2587], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-0.5546, 0.1617, -3.2587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.3046, 0.1617, -3.2587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.0546, 0.1617, -3.2587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.1954, 0.1617, -3.2587], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [0.1954, 0.1617, -3.2587], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.4119, 0.1617, -3.1337], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.6284, 0.1617, -3.0087], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [0.6284, 0.1617, -3.0087], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [0.6284, 0.1617, -3.0087], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [0.6284, 0.1617, -3.0087], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [0.6284, 0.1617, -3.0087], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [0.6284, 0.1617, -3.0087], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [0.6284, 0.1617, -3.0087], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [0.6284, 0.1617, -3.0087], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [0.6284, 0.1617, -3.0087], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.4119, 0.1617, -2.8837], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [0.1954, 0.1617, -2.7587], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.0211, 0.1617, -2.6337], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.2376, 0.1617, -2.5087], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.4541, 0.1617, -2.3837], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-0.4541, 0.1617, -2.3837], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-0.4541, 0.1617, -2.3837], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-0.4541, 0.1617, -2.3837], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-0.4541, 0.1617, -2.3837], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4541, 0.1617, -2.6337], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4541, 0.1617, -2.8837], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4541, 0.1617, -3.1337], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-0.4541, 0.1617, -3.3837], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-0.4541, 0.1617, -3.3837], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-0.4541, 0.1617, -3.3837], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-0.4541, 0.1617, -3.3837], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-0.4541, 0.1617, -3.3837], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.6706, 0.1617, -3.2587], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-0.8871, 0.1617, -3.1337], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.1036, 0.1617, -3.0087], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.3202, 0.1617, -2.8837], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.5367, 0.1617, -2.7587], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.7532, 0.1617, -2.6337], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-1.9697, 0.1617, -2.5087], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.1862, 0.1617, -2.3837], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.4027, 0.1617, -2.2587], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.6192, 0.1617, -2.1337], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-2.8357, 0.1617, -2.0087], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
forward, Pos: [-3.0522, 0.1617, -1.8837], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-3.0522, 0.1617, -1.8837], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-3.0522, 0.1617, -1.8837], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-3.0522, 0.1617, -1.8837], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-3.0522, 0.1617, -1.8837], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-3.0522, 0.1617, -1.8837], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.8022, 0.1617, -1.8837], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [-2.3022, 0.1617, -1.8837], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [-2.3022, 0.1617, -1.8837], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
right, Pos: [-2.3022, 0.1617, -1.8837], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
right, Pos: [-2.3022, 0.1617, -1.8837], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [-2.3022, 0.1617, -1.6337], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
right, Pos: [-2.3022, 0.1617, -1.6337], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [-2.3022, 0.1617, -1.6337], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [-2.3022, 0.1617, -1.6337], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [-2.5522, 0.1617, -1.6337], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [-2.5522, 0.1617, -1.6337], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [-2.5522, 0.1617, -1.6337], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [-2.5522, 0.1617, -1.6337], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
forward, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [-2.5522, 0.1617, -1.8837], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [-2.4272, 0.1617, -2.1002], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [-2.4272, 0.1617, -2.1002], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [-2.4272, 0.1617, -2.1002], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-2.4272, 0.1617, -2.1002], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-2.4272, 0.1617, -2.1002], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-2.4272, 0.1617, -2.1002], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-2.4272, 0.1617, -2.1002], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-2.4272, 0.1617, -2.1002], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-2.4272, 0.1617, -2.1002], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-2.4272, 0.1617, -2.1002], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-2.2107, 0.1617, -1.9752], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.9942, 0.1617, -1.8502], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.7777, 0.1617, -1.7252], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.5612, 0.1617, -1.6002], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.3447, 0.1617, -1.4752], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-1.1282, 0.1617, -1.3502], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.9117, 0.1617, -1.2252], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-0.9117, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.6617, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.4117, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-0.1617, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.0883, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.3383, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.5883, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [0.8383, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.0883, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.3383, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.5883, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [1.8383, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.0883, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.3383, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.5883, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.8383, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.0883, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.3383, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.5883, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.8383, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [3.8383, 0.1617, -1.2252], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [3.8383, 0.1617, -1.2252], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [3.8383, 0.1617, -1.2252], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [3.8383, 0.1617, -1.2252], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [3.8383, 0.1617, -1.2252], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [3.8383, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.5883, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [3.3383, 0.1617, -1.2252], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [3.3383, 0.1617, -1.2252], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [3.1218, 0.1617, -1.1002], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
forward, Pos: [2.9053, 0.1617, -0.9752], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [2.9053, 0.1617, -0.9752], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [2.9053, 0.1617, -0.9752], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [2.6888, 0.1617, -1.1002], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [2.4723, 0.1617, -1.2252], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [2.2558, 0.1617, -1.3502], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [2.0393, 0.1617, -1.4752], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.8228, 0.1617, -1.6002], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.6063, 0.1617, -1.7252], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.3898, 0.1617, -1.8502], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [1.1733, 0.1617, -1.9752], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.9568, 0.1617, -2.1002], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.7403, 0.1617, -2.2252], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.5238, 0.1617, -2.3502], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.3072, 0.1617, -2.4752], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.0907, 0.1617, -2.6002], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [0.0907, 0.1617, -2.6002], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.0343, 0.1617, -2.8167], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.1593, 0.1617, -3.0332], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.2843, 0.1617, -3.2497], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.4093, 0.1617, -3.4662], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.5343, 0.1617, -3.6827], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-0.5343, 0.1617, -3.6827], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-0.5343, 0.1617, -3.6827], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-0.5343, 0.1617, -3.6827], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-0.5343, 0.1617, -3.6827], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-0.5343, 0.1617, -3.6827], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-0.5343, 0.1617, -3.6827], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.4093, 0.1617, -3.4662], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [-0.2843, 0.1617, -3.2497], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-0.2843, 0.1617, -3.2497], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [-0.0678, 0.1617, -3.1247], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.1488, 0.1617, -2.9997], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [0.3653, 0.1617, -2.8747], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [0.3653, 0.1617, -2.8747], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [0.3653, 0.1617, -2.8747], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [0.3653, 0.1617, -2.8747], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [0.3653, 0.1617, -2.8747], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [0.3653, 0.1617, -2.8747], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [0.3653, 0.1617, -2.8747], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [0.1488, 0.1617, -2.9997], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-0.0678, 0.1617, -3.1247], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-0.0678, 0.1617, -3.1247], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.1928, 0.1617, -3.3412], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.3178, 0.1617, -3.5577], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-0.3178, 0.1617, -3.5577], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-0.3178, 0.1617, -3.5577], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-0.3178, 0.1617, -3.5577], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-0.3178, 0.1617, -3.5577], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-0.3178, 0.1617, -3.5577], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [-0.3178, 0.1617, -3.5577], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [-0.3178, 0.1617, -3.5577], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [-0.3178, 0.1617, -3.5577], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-0.5678, 0.1617, -3.5577], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-0.5678, 0.1617, -3.5577], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
right, Pos: [-0.5678, 0.1617, -3.5577], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.6928, 0.1617, -3.7742], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [-0.8178, 0.1617, -3.9908], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [-0.8178, 0.1617, -3.9908], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.0343, 0.1617, -4.1157], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.0343, 0.1617, -4.1157], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-1.2843, 0.1617, -4.1157], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [-1.2843, 0.1617, -4.1157], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.5008, 0.1617, -4.2407], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.7173, 0.1617, -4.3657], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [-1.9338, 0.1617, -4.4907], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [-1.9338, 0.1617, -4.4907], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [-1.9338, 0.1617, -4.4907], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [-1.9338, 0.1617, -4.4907], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [-1.9338, 0.1617, -4.4907], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [-1.9338, 0.1617, -4.4907], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [-1.9338, 0.1617, -4.4907], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [-1.9338, 0.1617, -4.4907], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [-1.6838, 0.1617, -4.4907], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [-1.6838, 0.1617, -4.4907], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [-1.6838, 0.1617, -4.4907], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [-1.6838, 0.1617, -4.4907], Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [-1.6838, 0.1617, -4.4907], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [-1.6838, 0.1617, -4.4907], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [-1.6838, 0.1617, -4.4907], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [-1.6838, 0.1617, -4.4907], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [-1.6838, 0.1617, -4.4907], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [-1.6838, 0.1617, -4.4907], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [-1.6838, 0.1617, -4.4907], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-1.5588, 0.1617, -4.2742], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
forward, Pos: [-1.4338, 0.1617, -4.0577], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [-1.4338, 0.1617, -4.0577], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.2173, 0.1617, -3.9327], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-1.0008, 0.1617, -3.8077], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.7843, 0.1617, -3.6827], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.5678, 0.1617, -3.5577], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-0.3512, 0.1617, -3.4327], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
