START | Pos: [4.965, -2.8789, -0.03949] | Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [5.1815, -2.8791, -0.1645], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7642, -3.0791, -5.5143], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7642, -3.0791, -5.5143], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7738, -3.0791, -5.4663], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7834, -3.0791, -5.4182], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7799, -3.0791, -5.4358], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [2.7860, -3.0791, -5.4053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7703, -3.0791, -5.4838], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7546, -3.0791, -5.5624], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.7389, -3.0791, -5.6410], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [2.9554, -3.0791, -5.8053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.1719, -3.0791, -5.9303], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.3884, -3.0791, -6.0053], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.6049, -3.0791, -6.1303], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [3.8214, -3.0791, -6.2553], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [3.8214, -3.0791, -6.2553], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.0714, -3.0290, -6.2553], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.3214, -2.9364, -6.2553], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.5714, -2.8955, -6.2553], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [4.8214, -2.8791, -6.2553], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [4.8214, -2.8791, -6.2553], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [5.0379, -2.8791, -6.3803], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [5.2544, -2.8791, -6.5054], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [5.2544, -2.8791, -6.5054], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.5044, -2.8791, -6.5054], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [5.5044, -2.8791, -6.5054], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [5.7209, -2.8791, -6.6304], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [5.7209, -2.8791, -6.6304], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [5.9709, -2.8791, -6.6304], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.2209, -2.8791, -6.6304], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.4709, -2.8791, -6.6304], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [6.7209, -2.8791, -6.6304], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
right, Pos: [6.7209, -2.8791, -6.6304], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [6.9374, -2.8791, -6.5054], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.1539, -2.8791, -6.3804], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.3704, -2.8791, -6.2555], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.5869, -2.8791, -6.1305], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [7.8035, -2.8791, -6.0055], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [8.0200, -2.8791, -5.8805], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [8.2365, -2.8791, -5.7555], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [8.2365, -2.8791, -5.7555], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [8.2365, -2.8791, -5.7555], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [8.4530, -2.8791, -5.8805], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
right, Pos: [8.4530, -2.8791, -5.8805], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.7030, -2.8791, -5.8805], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [8.9530, -2.8791, -5.8805], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.2030, -2.8791, -5.8806], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.4530, -2.8791, -5.8806], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.7030, -2.8791, -5.8806], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [9.9530, -2.8791, -5.8806], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [10.2030, -2.8791, -5.8806], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [10.4530, -2.8791, -5.8806], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [10.7030, -2.8791, -5.8806], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [10.9530, -2.8791, -5.8806], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [11.2030, -2.8791, -5.8807], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [11.4530, -2.8791, -5.8807], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [11.7030, -2.8791, -5.8807], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [11.9530, -2.8791, -5.8807], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [12.2030, -2.8791, -5.8807], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
forward, Pos: [12.4530, -2.8791, -5.8807], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
stop, Pos: [12.4530, -2.8791, -5.8807], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
